class,Alcohol,Malic_acid,Ash,Alcalinity_of_ash,Magnesium,Total_phenols,Flavanoids,Nonflavanoid_phenols,Proanthocyanins,Color_intensity,Hue,OD280/OD315_of_diluted_wines,Proline,noise1,noise2,noise3,noise4,noise5,noise6,noise7,noise8,noise9,noise10
2,0.16053,0.26087,0.58823,0.56701,0.15217,0.33448,0.28481,0.66038,0.29653,0.12969,0.42276,0.54212,0.28673,0.38045,0.33536,0.34446,0.24673,0.68372,0.44004,0.64648,0.82658,0.07409,0.52464
2,0.27632,0.1166,0.50267,0.6701,0,0.42069,0.26371,0.54717,0.30599,0.039249,0.47968,0.71062,0.2475,0.56782,0.67973,0.78052,0.66642,0.13208,0.25761,0.83315,0.39003,0.39388,0.97265
2,0.27632,0.21542,0.51337,0.40722,0.11957,0.21379,0.24473,0.73585,0.38801,0.095563,0.4878,0.3663,0.14408,0.075854,0.13655,0.67533,0.083483,0.72272,0.75195,0.39828,0.4979,0.0033941,0.71041
2,0.25526,0.15217,0.56685,0.58763,0.17391,0.16207,0.19198,0.69811,0.38486,0.19795,0.46342,0.5055,0.12268,0.05395,0.72123,0.0067153,0.62596,0.11035,0.22867,0.74982,0.69481,0.22068,0.31186
2,0.43684,0.15613,0.48128,0.52062,0.1087,0.13793,0.23629,0.84906,0.3817,0.15102,0.39024,0.28938,0.15478,0.5308,0.10676,0.60217,0.66094,0.11749,0.064187,0.83522,0.83437,0.0013006,0.29146
2,0.33158,0.41304,0.45989,0.38144,0.19565,0.5069,0.40295,0.22642,0.49842,0.074232,0.54471,0.74359,0.008559,0.77917,0.65376,0.38677,0.72975,0.64072,0.76733,0.32246,0.60963,0.18918,0.85036
2,0.15526,0.24704,0.49198,0.38144,0.30435,0.70345,0.40506,0.075472,0.29653,0.16809,0.55285,0.61905,0.047789,0.93401,0.49417,0.91599,0.89075,0.32881,0.6712,0.55226,0.57474,0.14248,0.91165
2,0.37895,0.15415,0.4492,0.43299,1,0.52414,0.40717,0.35849,0.90536,0.11263,0.55285,0.49817,0.47004,0.12991,0.77905,0.0011511,0.9823,0.65381,0.71521,0.97913,0.32604,0.26808,0.63928
2,0.20526,0.27273,0.73797,0.56186,0.69565,0.21379,0.13713,0.018868,0.36278,0.1041,0.38211,0.36264,0.2475,0.56882,0.71504,0.46245,0.76903,0.74913,0.64206,0.54931,0.45642,0.17489,0.25537
2,0.33158,0.13241,0.33155,0.27835,0.16304,0.54138,0.4557,0.30189,0.42902,0.13822,0.60976,0.53846,0.10699,0.46939,0.90372,0.42435,0.58145,0.58319,0.41905,0.33042,0.7138,0.13865,0.088666
2,0.35263,0.065217,0.39572,0.40722,0.19565,0.87586,0.71941,0.20755,0.4858,0.27474,0.45529,0.54945,0.27247,0.011902,0.89092,0.46092,0.92831,0.74003,0.39076,0.61947,0.88441,0.59889,0.83826
2,0.33158,0.48024,0.45454,0.38144,0.19565,0.64483,0.55907,0.60377,0.7571,0.087031,0.76423,0.57143,0.091298,0.33712,0.33416,0.77016,0.58009,0.23483,0.81614,0.36064,0.72086,0.90106,0.58472
2,0.27632,0.26482,0.18182,0.35567,0.29348,0.43103,0.38608,0.24528,0.3123,0.17236,0.64228,0.61905,0.30813,0.16218,0.69875,0.32247,0.016983,0.73496,0.31743,0.75651,0.018613,0.93938,0.94811
2,0.41316,0.11858,0.28877,0.40722,0.19565,0.16207,0.21519,0.30189,0.29653,0.099829,0.45529,0.54945,0.20257,0.79428,0.19781,0.78474,0.12086,0.9706,0.81454,0.4139,0.67478,0.22118,0.061029
2,0.34474,0.33795,0.58823,0.53608,0.30435,0.54483,0.37342,0.39623,0.28391,0.12969,0.26016,0.77289,0.11412,0.31122,0.030541,0.47136,0.86271,0.86693,0.78907,0.49235,0.43851,0.48267,0.58464
2,0.2079,0.19368,0.27808,0.45876,0.17391,0.52414,0.27426,0.45283,0.31861,0.066553,0.37398,0.42857,0.097718,0.52853,0.74407,0.035763,0.4843,0.086235,0.85226,0.69474,0.43782,0.37601,0.28511
2,0.38947,0.19565,0.33155,0.51031,0.16304,0.42069,0.33333,0.35849,0.33754,0.14164,0.45529,0.84249,0.28103,0.16565,0.50002,0.17587,0.84486,0.36644,0.50564,0.97273,0.11704,0.52378,0.82773
2,0.36579,0.35771,0.48663,0.58763,0.21739,0.24138,0.31646,1,0.31861,0.12116,0.30894,0.74359,0.026391,0.60198,0.47992,0.72176,0.20941,0.3692,0.63566,0.32775,0.81468,0.26487,0.19099
2,0.32105,0.19565,0.40642,0.43299,0.1087,0.23103,0.35654,0.45283,0.38486,0.18089,0.42276,0.69597,0.16548,0.26297,0.90472,0.47349,0.55229,0.68503,0.95089,0.8378,0.32486,0.068357,0.44253
2,0.44474,0.19961,0.49198,0.6134,0.15217,0.13793,0.29958,0.66038,0.38486,0.17236,0.3252,0.42124,0.14979,0.65408,0.60987,0.15272,0.62988,0.59794,0.44396,0.73907,0.24623,0.43633,0.39341
2,0.31316,0.1087,0.31016,0.43299,0.23913,0.47586,0.35865,0.49057,0.52681,0.12116,0.30894,0.64103,0.024251,0.68921,0.61767,0.34112,0.031991,0.78936,0.060019,0.95417,0.34271,0.17385,0.82657
2,0.15263,0.12055,0.71658,0.48454,0.26087,0.6069,0.5443,0.30189,0.65615,0.11689,0.39024,0.72894,0.28673,0.74815,0.85944,0.60739,0.61471,0.36765,0.86675,0.031923,0.37569,0.026107,0.67687
2,0.11316,0.59289,0.24599,0.45876,0.40217,0.75862,0.47257,0.20755,1,0.13822,0.21951,0.5641,0.20257,0.45054,0.80549,0.19175,0.36241,0.20603,0.63119,0.35687,0.54655,0.95468,0.2076
2,0.3921,0.33399,0.43316,0.53608,0.19565,0.54138,0.40717,0.24528,0.25552,0.061433,0.34146,0.55311,0.033524,0.083821,0.57672,0.73843,0.049533,0.086667,0.35507,0.66265,0.56192,0.4306,0.3181
2,0.19211,0.3834,0.83422,0.48454,0.3587,0.26552,0.35654,0.88679,0.20189,0.21502,0.60976,0.45055,0.23467,0.22898,0.18292,0.24285,0.48957,0.77193,0.997,0.2815,0.39582,0.96156,0.13381
2,0.1,0,0.60963,0.53608,0.19565,0.51724,0.35232,0.54717,0.32492,0.15358,0.50406,0.38095,0.11127,0.91334,0.23993,0.91742,0.19251,0.20567,0.22417,0.23038,0.39813,0.76241,0.67146
2,0.27632,0.12846,0.60963,0.6134,0.15217,0.54483,0.41139,0.56604,0.19874,0.13822,0.36585,0.7033,0.07632,0.15238,0.88651,0.26906,0.12308,0.38827,0.65245,0.71113,0.51537,0.0073487,0.57099
2,0,0.15217,0.4492,0.56186,0.16304,0.51035,0.38608,0.73585,0.50473,0.052901,1,0.58608,0.092011,0.82582,0.028674,0.7655,0.20549,0.55178,0.60499,0.62457,0.65753,0.68004,0.16977
2,0.2079,0.14427,0.3369,0.52577,0.17391,0.34483,0.26582,0.32076,0.35331,0.057167,0.38211,0.75458,0.15478,0.53834,0.4899,0.18866,0.14651,0.22895,0.38725,0.59061,0.95092,0.70595,0.14766
2,0.36579,0.17194,0.44385,0.6134,0.41304,0.35172,0.3692,0.39623,0.37855,0.066553,0.47154,0.61905,0.047789,0.99613,0.16793,0.2875,0.18907,0.64194,0.14219,0.66044,0.72235,0.64513,0.47608
2,0.4579,0.53162,0.33155,0.27835,0.1087,0.22414,0.19198,0.56604,0.13249,0.18089,0.17886,0.31135,0.067047,0.078176,0.97868,0.091113,0.042652,0.48448,0.025135,0.047555,0.40008,0.55231,0.9081
2,0.25526,0.53162,0.34225,0.43299,0.18478,0.35172,0.27426,0.45283,0.46057,0,0.36585,0.65202,0.20399,0.44268,0.71269,0.57621,0.6352,0.15185,0.42111,0.34878,0.83187,0.21811,0.55218
2,0.11053,0.32806,0.56685,0.48454,0.28261,0.66207,0.51688,0.35849,0.44795,0.16809,0.26016,0.77656,0.2475,0.10665,0.50047,0.68336,0.28187,0.78193,0.1841,0.45134,0.13434,0.77237,0.03294
2,0.13947,0.25889,1,0.92268,0.53261,0.75862,1,0.64151,0.46057,0.40273,0.36585,0.88645,0.13338,0.9619,0.47109,0.54659,0.5386,0.10061,0.72578,0.2409,0.060467,0.22803,0.053863
2,0.36579,0.72925,0.73262,0.81959,0.34783,0.42069,0.37764,0.56604,0.41009,0.068259,0.35772,0.67766,0.062054,0.0046342,0.059619,0.42573,0.69516,0.29407,0.37036,0.71505,0.084247,0.37086,0.80506
2,0.53158,1,0.41176,0.56186,0.17391,0.56552,0.48734,0.32076,0.50473,0.11263,0.20325,0.67033,0.072753,0.77491,0.68197,0.64444,0.49912,0.23737,0.84156,0.85618,0.1639,0.89093,0.45137
2,0.22105,0.70553,0.5508,0.53608,0.13044,0.64828,0.56751,0.15094,0.78864,0.12969,0.21951,0.86813,0.072753,0.8173,0.042431,0.64762,0.5358,0.53087,0.73423,0.28151,0.32422,0.85638,0.38265
2,0.27368,0.28063,0.43316,0.53608,0.16304,0.55862,0.48734,0.45283,0.29653,0.12628,0.30894,0.73626,0.071327,0.86869,0.071445,0.67902,0.44518,0.091499,0.57103,0.73105,0.30173,0.40243,0.78964
2,0.36842,0.15613,0.49733,0.56186,0.17391,0.6069,0.59283,0.49057,0.42902,0.22696,0.17073,0.57509,0.052782,0.084436,0.52165,0.63579,0.12393,0.40532,0.17686,0.13776,0.011681,0.31802,0.36429
2,0.2,0.2747,0.75936,0.92268,0.23913,0.39655,0.40084,0.84906,0.42587,0.14676,0.39837,0.42857,0.13409,0.39978,0.09673,0.94517,0.49036,0.10485,0.95738,0.83672,0.53991,0.60864,0.53235
2,0.35263,0.17589,0.50267,0.71649,0.19565,0.42759,0.44515,0.50943,0.47003,0.071672,0.33333,0.55311,0.045649,0.25987,0.81815,0.20893,0.853,0.11228,0.26532,0.1386,0.095373,0.9102,0.71166
2,0.26579,0.70356,0.54546,0.58763,0.1087,0.38621,0.29747,0.54717,0.29653,0.11263,0.25203,0.47619,0.21541,0.80007,0.81755,0.70928,0.87393,0.78443,0.92458,0.58821,0.14651,0.9091,0.87148
3,0.48158,0.12055,0.51337,0.38144,0.56522,0.18276,0.19198,0.15094,0.16719,0.24061,0.22764,0.007326,0.25107,0.43141,0.72244,0.23623,0.27029,0.29157,0.22377,0.36616,0.63114,0.59159,0.32869
3,0.48684,0.44466,0.55615,0.48454,0.36956,0.11035,0.18565,0.20755,0.13249,0.35154,0.21138,0.054945,0.17974,0.91065,0.14987,0.1194,0.20846,0.60353,0.37356,0.80676,0.85932,0.33257,0.65012
3,0.46842,0.31028,0.55615,0.69072,0.30435,0.058621,0.15823,0.26415,0.13249,0.37713,0.14634,0.032967,0.20114,0.18185,0.65961,0.6073,0.56498,0.96442,0.0875,0.50378,0.97422,0.85306,0.97484
3,0.43947,0.55534,0.53476,0.56186,0.3913,0.24828,0.18144,0.075472,0.13565,0.31741,0.2439,0.007326,0.22967,0.2638,0.51859,0.45014,0.64031,0.43248,0.64012,0.48959,0.57084,0.4424,0.075967
3,0.38947,0.098814,0.47594,0.35567,0.16304,0.35172,0.050633,0.88679,0.26498,0.3558,0.21951,0.087912,0.26533,0.14554,0.97297,0.45873,0.41703,0.69475,0.18062,0.87705,0.99685,0.90436,0.58702
3,0.41316,0.33992,0.4492,0.40722,0.26087,0.22069,0.067511,0.9434,0.16719,0.49659,0.20325,0.11355,0.29743,0.13607,0.64899,0.66194,0.20598,0.7581,0.045051,0.35314,0.55354,0.033179,0.41389
3,0.32105,0.78656,0.63102,0.53608,0.20652,0.13793,0.027426,0.75472,0.12303,0.21928,0.21951,0,0.31526,0.86929,0.80033,0.77029,0.94793,0.43264,0.72317,0.44944,0.51546,0.53243,0.30914
3,0.39474,0.94269,0.68449,0.74227,0.28261,0.27931,0.054852,0.9434,0.21767,0.31741,0.27642,0.15385,0.16904,0.5797,0.4538,0.35022,0.082071,0.6555,0.34744,0.96353,0.33068,0.7165,0.26383
3,0.64737,0.56324,0.44385,0.45876,0.19565,0.22069,0.029536,0.84906,0.14827,0.37713,0.26829,0.20147,0.21541,0.54986,0.43239,0.66201,0.10571,0.10976,0.66062,0.042298,0.43,0.1793,0.75877
3,0.47632,0.43873,0.66845,0.69072,0.33696,0.46207,0.054852,0.75472,0.12618,0.31058,0.33333,0.32234,0.22254,0.14495,0.82531,0.41616,0.14204,0.93376,0.38387,0.97296,0.49181,0.33653,0.99522
3,0.5,0.40909,0.71658,0.53608,0.28261,0.1931,0.033755,0.75472,0.10726,0.28328,0.23577,0.38095,0.22967,0.85303,0.08347,0.84193,0.16646,0.18746,0.62735,0.18921,0.071037,0.18771,0.18657
3,0.61316,0.35968,0.52941,0.48454,0.20652,0.14483,0.033755,0.45283,0.072555,0.3686,0.17886,0.43956,0.35806,0.62206,0.13317,0.83292,0.62096,0.26618,0.02165,0.66712,0.88774,0.32193,0.78115
3,0.65526,0.48024,0.72727,0.66495,0.29348,0.19655,0.037975,0.69811,0.044164,0.26194,0.33333,0.28938,0.17261,0.35095,0.17339,0.25644,0.57371,0.79783,0.91057,0.58644,0.064634,0.40386,0.1958
3,0.68158,0.83202,0.52941,0.48454,0.23913,0.35172,0.097046,0.64151,0.19243,0.26621,0.34959,0.28571,0.19401,0.51325,0.39094,0.61346,0.052078,0.4876,0.80056,0.67511,0.43618,0.54857,0.99236
3,0.32105,0.62055,0.4492,0.40722,0.45652,0.13793,0.092827,0.30189,0.23028,0.5913,0.13821,0.2674,0.41156,0.40181,0.83138,0.58225,0.9312,0.76896,0.74585,0.36102,0.82663,0.048739,0.80226
3,0.56053,0.55929,0.42246,0.53608,0.34783,0.17931,0.044304,0.56604,0.28076,0.23208,0.097561,0.15018,0.39372,0.075967,0.80336,0.54074,0.72866,0.39601,0.81311,0.62028,0.39453,0.55273,0.42423
3,0.75,0.8498,0.46524,0.48454,0.1087,0,0,0.50943,0.085174,0.30887,0.081301,0.021978,0.097718,0.23992,0.060471,0.86994,0.73784,0.27294,0.38331,0.81115,0.61347,0.27481,0.72886
3,0.48421,0.76482,0.59893,0.56186,0.17391,0.24828,0.065401,0.64151,0.14196,0.54351,0.04878,0.21612,0.2475,0.12332,0.39926,0.26478,0.063405,0.037235,0.61728,0.019257,0.81864,0.2415,0.49835
3,0.60263,0.49407,0.54546,0.56186,0.23913,0.32759,0.088608,0.60377,0.26498,0.60921,0.056911,0.12821,0.26533,0.18391,0.52688,0.31807,0.86044,0.67329,0.57549,0.083874,0.88624,0.24315,0.80899
3,0.53947,0.62451,0.53476,0.56186,0.46739,0.14828,0.22152,0.39623,0.23028,0.69283,0.073171,0.021978,0.19401,0.23995,0.4168,0.11921,0.93441,0.42956,0.53005,0.9748,0.93111,0.15416,0.35651
3,0.65,0.47036,0.6738,0.69072,0.57609,0.14483,0.25949,0.16981,0.26498,0.62457,0.089431,0.010989,0.15835,0.41727,0.65686,0.93983,0.9844,0.45174,0.27507,0.65135,0.19078,0.95642,0.073243
3,0.46316,0.38142,0.59893,0.58763,0.45652,0.17241,0.21519,0.20755,0.26814,0.81229,0,0.07326,0.14408,0.049654,0.62797,0.64555,0.85894,0.60986,0.24863,0.23124,0.25858,0.93566,0.59099
3,0.54737,0.22925,0.74332,0.76804,0.5,0.42069,0.19831,0.24528,0.36278,0.49659,0.10569,0.021978,0.10485,0.90272,0.29198,0.47946,0.78556,0.059403,0.45164,0.40349,0.89787,0.81871,0.91019
3,0.57895,0.50593,0.49198,0.40722,0.30435,0.28276,0.10338,0.90566,0.46057,0.7884,0.065041,0.087912,0.28317,0.94479,0.43165,0.63932,0.51338,0.31581,0.22771,0.12202,0.59336,0.72826,0.19377
3,0.4079,0.1087,0.39572,0.48454,0.3587,0.17241,0.050633,0.75472,0.3123,0.53925,0.081301,0.10256,0.2582,0.49086,0.015487,0.54472,0.1776,0.77272,0.80445,0.26844,0.50384,0.17581,0.43237
3,0.56316,0.87945,0.51337,0.58763,0.25,0.26207,0.061181,0.90566,0.35962,0.56485,0.097561,0.076923,0.31883,0.48925,0.98406,0.64731,0.39859,0.69643,0.9861,0.25785,0.61281,0.36037,0.74916
3,0.73947,0.66798,0.54546,0.45876,0.20652,0.28276,0.10338,0.66038,0.36278,0.65956,0.073171,0.13553,0.14408,0.33772,0.16717,0.54389,0.13393,0.12533,0.029992,0.33167,0.81942,0.18879,0.039184
3,0.37368,0.45257,0.68449,0.84536,0.29348,0.31724,0.050633,0.9434,0.23028,0.53072,0.15447,0.1685,0.42939,0.90005,0.10622,0.72105,0.03089,0.13015,0.53566,0.15223,0.53189,0.0011984,0.94632
3,0.87105,0.18577,0.71658,0.74227,0.30435,0.62759,0.20464,0.75472,0.7224,1,0.073171,0.25275,0.27247,0.36925,0.37241,0.5225,0.93914,0.092352,0.087077,0.34801,0.20208,0.31642,0.76367
3,0.64474,0.18379,0.68449,0.6134,0.20652,0.55862,0.16034,0.73585,0.59306,0.89334,0.073171,0.18681,0.24394,0.1112,0.19812,0.9937,0.30131,0.0078203,0.80209,0.12166,0.45389,0.69962,0.55882
3,0.35,0.61067,0.54546,0.53608,0.19565,0.45517,0.12236,0.69811,0.19874,0.54351,0.065041,0.11355,0.17261,0.78025,0.48969,0.21868,0.29553,0.42311,0.98914,0.88415,0.42791,0.62526,0.18384
3,0.7,0.49802,0.63102,0.48454,0.40217,0.2931,0.046414,0.69811,0.12303,0.39249,0.39024,0.20147,0.28673,0.38974,0.33949,0.1058,0.33294,0.65557,0.066946,0.094278,0.96605,0.54306,0.49795
3,0.47895,0.5,0.65241,0.58763,0.3913,0.23103,0.054852,0.88679,0.1735,0.36689,0.31707,0.30769,0.20827,0.24169,0.95163,0.1097,0.46707,0.72292,0.9394,0.93004,0.62006,0.43904,0.51785
3,0.50789,0.53557,0.52941,0.40722,0.3913,0.14138,0.075949,0.50943,0.16719,0.3413,0.1626,0.17582,0.28317,0.40391,0.92033,0.063591,0.6482,0.53121,0.018178,0.39902,0.69539,0.28743,0.99424
3,0.72368,0.39921,0.50267,0.58763,0.21739,0.12759,0.07173,0.5283,0.19558,0.70819,0.17886,0.15018,0.24037,0.096455,0.052677,0.40458,0.025228,0.10882,0.68384,0.047401,0.72016,0.50166,0.85485
3,0.71053,0.71542,0.48128,0.6134,0.19565,0.10345,0.027426,0.73585,0.23344,0.45563,0.2439,0.17582,0.17261,0.13197,0.73786,0.44837,0.84221,0.63177,0.78374,0.34237,0.3469,0.76155,0.9624
3,0.63684,0.58498,0.6631,0.63918,0.44565,0.24828,0.12236,0.56604,0.33123,0.80205,0.30081,0.10623,0.29743,0.94205,0.26912,0.36582,0.55903,0.1265,0.53414,0.73597,0.51699,0.76241,0.67894
3,0.47105,0.51976,0.50267,0.45876,0.19565,0.17241,0.067511,0.50943,0.17666,0.76621,0.19512,0.17582,0.2903,0.95613,0.42284,0.7635,0.8541,0.1343,0.88536,0.79468,0.55669,0.57606,0.4035
3,0.67105,0.36364,0.71123,0.71649,0.38044,0.19655,0.10549,0.49057,0.35647,0.62969,0.21138,0.19414,0.33666,0.57521,0.54787,0.6279,0.34788,0.098594,0.899,0.54491,0.1565,0.74766,0.93498
3,0.62368,0.76285,0.80214,0.74227,0.45652,0.34483,0.1308,0.26415,0.22082,0.61604,0.15447,0.2381,0.25107,0.05978,0.94274,0.77198,0.44603,0.14203,0.62594,0.68622,0.56206,0.64553,0.47948
3,0.30789,0.45257,0.51337,0.43299,0.28261,0.093103,0.031646,0.50943,0.10095,0.36007,0.14634,0.20513,0.16548,0.23478,0.41774,0.93285,0.054239,0.16825,0.13787,0.89363,0.6948,0.12322,0.23179
3,0.4579,0.32609,0.49198,0.45876,0.17391,0.14138,0.035865,0.66038,0.072555,0.7355,0.073171,0.13187,0.13695,0.35316,0.98305,0.97274,0.17711,0.19625,0.2178,0.054792,0.42646,0.5044,0.39629
3,0.82368,0.3498,0.59893,0.48454,0.22826,0.24138,0.075949,0.58491,0.26183,0.71843,0.11382,0.16117,0.27247,0.82119,0.30145,0.19203,0.66281,0.31748,0.18214,0.30366,0.83627,0.34726,0.70508
3,0.70526,0.97036,0.58289,0.51031,0.27174,0.24138,0.056962,0.73585,0.20505,0.54778,0.13008,0.17216,0.32953,0.015403,0.7011,0.13887,0.33083,0.31643,0.04182,0.046192,0.73139,0.092148,0.55856
3,0.62368,0.62648,0.59893,0.63918,0.34783,0.28276,0.086498,0.56604,0.31546,0.51365,0.17886,0.10623,0.33666,0.043024,0.66634,0.69627,0.89849,0.21756,0.10694,0.19548,0.36003,0.14785,0.75663
3,0.58947,0.69961,0.48128,0.48454,0.54348,0.21035,0.07384,0.56604,0.29653,0.76109,0.089431,0.10623,0.39729,0.16899,0.53913,0.09382,0.11816,0.25104,0.61644,0.72017,0.45421,0.19817,0.99548
3,0.56316,0.36561,0.54011,0.48454,0.54348,0.23103,0.07173,0.75472,0.33123,0.6843,0.097561,0.12821,0.40086,0.64912,0.69811,0.5254,0.98842,0.89292,0.93966,0.72175,0.38639,0.67227,0.96243
3,0.81579,0.66403,0.73797,0.71649,0.28261,0.36897,0.088608,0.81132,0.29653,0.67577,0.10569,0.12088,0.20114,0.73172,0.66653,0.53034,0.53998,0.70322,0.35446,0.8778,0.77555,0.43151,0.53507
